log,epoch,split,loss,f1,auroc
PTB-XL-Baseline-s44.log,6,val,0.76376,0.63013,0.90072
PTB-XL-Baseline-s44.log,6,test,0.7938,0.61525,0.89478
PTB-XL-Baseline-s44.log,7,train,0.52214,,
PTB-XL-Baseline-s44.log,7,val,0.76603,0.63469,0.90193
PTB-XL-Baseline-s44.log,7,test,0.79777,0.61726,0.89579
PTB-XL-Baseline-s44.log,8,train,0.47161,,
PTB-XL-Baseline-s44.log,8,val,0.77442,0.636,0.90241
PTB-XL-Baseline-s44.log,8,test,0.80829,0.61824,0.89625
PTB-XL-Baseline-s44.log,9,train,0.42207,,
PTB-XL-Baseline-s44.log,9,val,0.78392,0.63745,0.90286
PTB-XL-Baseline-s44.log,9,test,0.82085,0.61929,0.89645
PTB-XL-Baseline-s44.log,10,train,0.37399,,
PTB-XL-Baseline-s44.log,10,val,0.79737,0.63866,0.90298
PTB-XL-Baseline-s44.log,10,test,0.8367,0.61859,0.89637
PTB-XL-Baseline-s44.log,11,train,0.32911,,
PTB-XL-Baseline-s44.log,11,val,0.81481,0.63826,0.90299
PTB-XL-Baseline-s44.log,11,test,0.8573,0.61932,0.89605
PTB-XL-Baseline-s44.log,12,train,0.28788,,
PTB-XL-Baseline-s44.log,12,val,0.83309,0.63899,0.90299
PTB-XL-Baseline-s44.log,12,test,0.87882,0.61707,0.89574
PTB-XL-Baseline-s44.log,13,train,0.25212,,
PTB-XL-Baseline-s44.log,13,val,0.85415,0.63915,0.90291
PTB-XL-Baseline-s44.log,13,test,0.90336,0.61751,0.89539
PTB-XL-Baseline-s44.log,14,train,0.22207,,
PTB-XL-Baseline-s44.log,14,val,0.87423,0.64081,0.90273
PTB-XL-Baseline-s44.log,14,test,0.92666,0.61749,0.89488
PTB-XL-Baseline-s44.log,15,train,0.19876,,
PTB-XL-Baseline-s44.log,15,val,0.89488,0.64092,0.90241
PTB-XL-Baseline-s44.log,15,test,0.95099,0.61795,0.89424
PTB-XL-Baseline-s44.log,16,train,0.174,,
PTB-XL-Baseline-s44.log,16,val,0.91728,0.64163,0.90219
PTB-XL-Baseline-s44.log,16,test,0.9772,0.61896,0.89383
PTB-XL-Baseline-s44.log,17,train,0.1583,,
PTB-XL-Baseline-s44.log,17,val,0.93922,0.64117,0.90191
PTB-XL-Baseline-s44.log,17,test,1.00212,0.61784,0.89331
PTB-XL-Baseline-s44.log,18,train,0.14256,,
PTB-XL-Baseline-s44.log,18,val,0.96204,0.64138,0.90164
PTB-XL-Baseline-s44.log,18,test,1.028,0.61883,0.89285
PTB-XL-Baseline-s44.log,19,train,0.13126,,
PTB-XL-Baseline-s44.log,19,val,0.98552,0.64098,0.90137
PTB-XL-Baseline-s44.log,19,test,1.0545,0.61887,0.8924
PTB-XL-Baseline-s44.log,20,train,0.12133,,
PTB-XL-Baseline-s44.log,20,val,1.01064,0.63977,0.90101
PTB-XL-Baseline-s44.log,20,test,1.08232,0.61774,0.89194
PTB-XL-Baseline-s44.log,21,train,0.11229,,
PTB-XL-Baseline-s44.log,21,val,1.03347,0.63895,0.90086
PTB-XL-Baseline-s44.log,21,test,1.10826,0.61761,0.89162
PTB-XL-Baseline-s44.log,22,train,0.10518,,
PTB-XL-Baseline-s44.log,22,val,1.05789,0.63944,0.9005
PTB-XL-Baseline-s44.log,22,test,1.13583,0.61807,0.8911
PTB-XL-Baseline-s44.log,23,train,0.09786,,
PTB-XL-Baseline-s44.log,23,val,1.08037,0.63878,0.90026
PTB-XL-Baseline-s44.log,23,test,1.16089,0.61774,0.89073
PTB-XL-Baseline-s44.log,24,train,0.09419,,
PTB-XL-Baseline-s44.log,24,val,1.10308,0.63836,0.89998
PTB-XL-Baseline-s44.log,24,test,1.18612,0.61754,0.89035
PTB-XL-Baseline-s44.log,25,train,0.08657,,
PTB-XL-Baseline-s44.log,25,val,1.12638,0.63828,0.89972
PTB-XL-Baseline-s44.log,25,test,1.21219,0.61815,0.88999
PTB-XL-Baseline-s44.log,26,train,0.08041,,
PTB-XL-Baseline-s44.log,26,val,1.14956,0.63759,0.89942
PTB-XL-Baseline-s44.log,26,test,1.23793,0.61856,0.88959
PTB-XL-Baseline-s44.log,26,val,0.91738,0.64163,0.90219
PTB-XL-Baseline-s44.log,26,test,0.97721,0.61896,0.89383
PTB-XL-Baseline.log,1,train,0.89801,,
PTB-XL-Baseline.log,1,val,0.8316,0.58731,0.88282
PTB-XL-Baseline.log,1,test,0.85581,0.57794,0.87639
PTB-XL-Baseline.log,2,train,0.75533,,
PTB-XL-Baseline.log,2,val,0.78728,0.59994,0.89139
PTB-XL-Baseline.log,2,test,0.81352,0.58528,0.88549
PTB-XL-Baseline.log,3,train,0.70251,,
PTB-XL-Baseline.log,3,val,0.77558,0.61656,0.89473
PTB-XL-Baseline.log,3,test,0.80149,0.60337,0.88938
PTB-XL-Baseline.log,4,train,0.6584,,
PTB-XL-Baseline.log,4,val,0.76854,0.62473,0.89719
PTB-XL-Baseline.log,4,test,0.79508,0.61123,0.89178
PTB-XL-Baseline.log,5,train,0.61606,,
PTB-XL-Baseline.log,5,val,0.76243,0.62681,0.89917
PTB-XL-Baseline.log,5,test,0.78971,0.61505,0.89355
PTB-XL-Baseline.log,6,train,0.56944,,
PTB-XL-Baseline.log,6,val,0.76376,0.63013,0.90072
PTB-XL-Baseline.log,6,test,0.7938,0.61525,0.89478
PTB-XL-Baseline.log,7,train,0.52214,,
PTB-XL-Baseline.log,7,val,0.76603,0.63469,0.90193
PTB-XL-Baseline.log,7,test,0.79777,0.61726,0.89579
PTB-XL-Baseline.log,8,train,0.47161,,
PTB-XL-Baseline.log,8,val,0.77442,0.636,0.90241
PTB-XL-Baseline.log,8,test,0.80829,0.61824,0.89625
PTB-XL-Baseline.log,9,train,0.42207,,
PTB-XL-Baseline.log,9,val,0.78392,0.63745,0.90286
PTB-XL-Baseline.log,9,test,0.82085,0.61929,0.89645
PTB-XL-Baseline.log,10,train,0.37399,,
PTB-XL-Baseline.log,10,val,0.79737,0.63866,0.90298
PTB-XL-Baseline.log,10,test,0.8367,0.61859,0.89637
PTB-XL-Baseline.log,11,train,0.32911,,
PTB-XL-Baseline.log,11,val,0.81481,0.63826,0.90299
PTB-XL-Baseline.log,11,test,0.8573,0.61932,0.89605
PTB-XL-Baseline.log,12,train,0.28788,,
PTB-XL-Baseline.log,12,val,0.83309,0.63899,0.90299
PTB-XL-Baseline.log,12,test,0.87882,0.61707,0.89574
PTB-XL-Baseline.log,13,train,0.25212,,
PTB-XL-Baseline.log,13,val,0.85415,0.63915,0.90291
PTB-XL-Baseline.log,13,test,0.90336,0.61751,0.89539
PTB-XL-Baseline.log,14,train,0.22207,,
PTB-XL-Baseline.log,14,val,0.87423,0.64081,0.90273
PTB-XL-Baseline.log,14,test,0.92666,0.61749,0.89488
PTB-XL-Baseline.log,15,train,0.19876,,
PTB-XL-Baseline.log,15,val,0.89488,0.64092,0.90241
PTB-XL-Baseline.log,15,test,0.95099,0.61795,0.89424
PTB-XL-Baseline.log,16,train,0.174,,
PTB-XL-Baseline.log,16,val,0.91728,0.64163,0.90219
PTB-XL-Baseline.log,16,test,0.9772,0.61896,0.89383
PTB-XL-Baseline.log,17,train,0.1583,,
PTB-XL-Baseline.log,17,val,0.93922,0.64117,0.90191
PTB-XL-Baseline.log,17,test,1.00212,0.61784,0.89331
PTB-XL-Baseline.log,18,train,0.14256,,
PTB-XL-Baseline.log,18,val,0.96204,0.64138,0.90164
PTB-XL-Baseline.log,18,test,1.028,0.61883,0.89285
PTB-XL-Baseline.log,19,train,0.13126,,
PTB-XL-Baseline.log,19,val,0.98552,0.64098,0.90137
PTB-XL-Baseline.log,19,test,1.0545,0.61887,0.8924
PTB-XL-Baseline.log,20,train,0.12133,,
PTB-XL-Baseline.log,20,val,1.01064,0.63977,0.90101
PTB-XL-Baseline.log,20,test,1.08232,0.61774,0.89194
PTB-XL-Baseline.log,21,train,0.11229,,
PTB-XL-Baseline.log,21,val,1.03347,0.63895,0.90086
PTB-XL-Baseline.log,21,test,1.10826,0.61761,0.89162
PTB-XL-Baseline.log,22,train,0.10518,,
PTB-XL-Baseline.log,22,val,1.05789,0.63944,0.9005
PTB-XL-Baseline.log,22,test,1.13583,0.61807,0.8911
PTB-XL-Baseline.log,23,train,0.09786,,
PTB-XL-Baseline.log,23,val,1.08037,0.63878,0.90026
PTB-XL-Baseline.log,23,test,1.16089,0.61774,0.89073
PTB-XL-Baseline.log,24,train,0.09419,,
PTB-XL-Baseline.log,24,val,1.10308,0.63836,0.89998
PTB-XL-Baseline.log,24,test,1.18612,0.61754,0.89035
PTB-XL-Baseline.log,25,train,0.08657,,
PTB-XL-Baseline.log,25,val,1.12638,0.63828,0.89972
PTB-XL-Baseline.log,25,test,1.21219,0.61815,0.88999
PTB-XL-Baseline.log,26,train,0.08041,,
PTB-XL-Baseline.log,26,val,1.14956,0.63759,0.89942
PTB-XL-Baseline.log,26,test,1.23793,0.61856,0.88959
PTB-XL-Baseline.log,26,val,0.91738,0.64163,0.90219
PTB-XL-Baseline.log,26,test,0.97721,0.61896,0.89383
PTB-XL-Bilinear-s42.log,1,train,0.87737,,
PTB-XL-Bilinear-s42.log,1,val,0.79479,0.57224,0.88934
PTB-XL-Bilinear-s42.log,1,test,0.82215,0.56042,0.88225
PTB-XL-Bilinear-s42.log,2,train,0.73274,,
PTB-XL-Bilinear-s42.log,2,val,0.7646,0.60234,0.89574
PTB-XL-Bilinear-s42.log,2,test,0.79025,0.58963,0.88902
PTB-XL-Bilinear-s42.log,3,train,0.66789,,
PTB-XL-Bilinear-s42.log,3,val,0.75589,0.60438,0.89927
PTB-XL-Bilinear-s42.log,3,test,0.78529,0.59388,0.89249
PTB-XL-Bilinear-s42.log,4,train,0.5962,,
PTB-XL-Bilinear-s42.log,4,val,0.75365,0.61902,0.90149
PTB-XL-Bilinear-s42.log,4,test,0.78543,0.60638,0.89477
PTB-XL-Bilinear-s42.log,5,train,0.5164,,
PTB-XL-Bilinear-s42.log,5,val,0.75702,0.62485,0.90278
PTB-XL-Bilinear-s42.log,5,test,0.79242,0.61077,0.89555
PTB-XL-Bilinear-s42.log,6,train,0.42702,,
PTB-XL-Bilinear-s42.log,6,val,0.76884,0.62789,0.90344
PTB-XL-Bilinear-s42.log,6,test,0.80821,0.61046,0.89548
PTB-XL-Bilinear-s42.log,7,train,0.34963,,
PTB-XL-Bilinear-s42.log,7,val,0.7911,0.62939,0.90317
PTB-XL-Bilinear-s42.log,7,test,0.83361,0.60935,0.89493
PTB-XL-Bilinear-s42.log,8,train,0.27736,,
PTB-XL-Bilinear-s42.log,8,val,0.81709,0.63027,0.90293
PTB-XL-Bilinear-s42.log,8,test,0.86318,0.60833,0.8942
PTB-XL-Bilinear-s42.log,9,train,0.21645,,
PTB-XL-Bilinear-s42.log,9,val,0.84458,0.62877,0.90272
PTB-XL-Bilinear-s42.log,9,test,0.89454,0.60683,0.89319
PTB-XL-Bilinear-s42.log,10,train,0.16907,,
PTB-XL-Bilinear-s42.log,10,val,0.87582,0.62902,0.90221
PTB-XL-Bilinear-s42.log,10,test,0.92792,0.60848,0.89234
PTB-XL-Bilinear-s42.log,11,train,0.13943,,
PTB-XL-Bilinear-s42.log,11,val,0.91008,0.62833,0.90158
PTB-XL-Bilinear-s42.log,11,test,0.96548,0.60711,0.89156
PTB-XL-Bilinear-s42.log,12,train,0.11457,,
PTB-XL-Bilinear-s42.log,12,val,0.94367,0.62811,0.90108
PTB-XL-Bilinear-s42.log,12,test,1.00217,0.60764,0.89057
PTB-XL-Bilinear-s42.log,13,train,0.09611,,
PTB-XL-Bilinear-s42.log,13,val,0.97843,0.62757,0.90042
PTB-XL-Bilinear-s42.log,13,test,1.0388,0.60637,0.88969
PTB-XL-Bilinear-s42.log,14,train,0.08244,,
PTB-XL-Bilinear-s42.log,14,val,1.01215,0.62756,0.8999
PTB-XL-Bilinear-s42.log,14,test,1.07466,0.60677,0.8889
PTB-XL-Bilinear-s42.log,15,train,0.07372,,
PTB-XL-Bilinear-s42.log,15,val,1.04436,0.62819,0.89937
PTB-XL-Bilinear-s42.log,15,test,1.11005,0.60639,0.88824
PTB-XL-Bilinear-s42.log,16,train,0.06496,,
PTB-XL-Bilinear-s42.log,16,val,1.07461,0.62724,0.89905
PTB-XL-Bilinear-s42.log,16,test,1.14284,0.60646,0.88761
PTB-XL-Bilinear-s42.log,17,train,0.05731,,
PTB-XL-Bilinear-s42.log,17,val,1.106,0.62671,0.89856
PTB-XL-Bilinear-s42.log,17,test,1.17641,0.60671,0.88694
PTB-XL-Bilinear-s42.log,18,train,0.05407,,
PTB-XL-Bilinear-s42.log,18,val,1.13407,0.62546,0.89821
PTB-XL-Bilinear-s42.log,18,test,1.20731,0.60585,0.88625
PTB-XL-Bilinear-s42.log,18,val,0.81697,0.63027,0.90293
PTB-XL-Bilinear-s42.log,18,test,0.86315,0.60833,0.8942
PTB-XL-Bilinear.log,1,train,0.87737,,
PTB-XL-Bilinear.log,1,val,0.79479,0.57224,0.88934
PTB-XL-Bilinear.log,1,test,0.82215,0.56042,0.88225
PTB-XL-Bilinear.log,2,train,0.73274,,
PTB-XL-Bilinear.log,2,val,0.7646,0.60234,0.89574
PTB-XL-Bilinear.log,2,test,0.79025,0.58963,0.88902
PTB-XL-Bilinear.log,3,train,0.66789,,
PTB-XL-Bilinear.log,3,val,0.75589,0.60438,0.89927
PTB-XL-Bilinear.log,3,test,0.78529,0.59388,0.89249
PTB-XL-Bilinear.log,4,train,0.5962,,
PTB-XL-Bilinear.log,4,val,0.75365,0.61902,0.90149
PTB-XL-Bilinear.log,4,test,0.78543,0.60638,0.89477
PTB-XL-Bilinear.log,5,train,0.5164,,
PTB-XL-Bilinear.log,5,val,0.75702,0.62485,0.90278
PTB-XL-Bilinear.log,5,test,0.79242,0.61077,0.89555
PTB-XL-Bilinear.log,6,train,0.42702,,
PTB-XL-Bilinear.log,6,val,0.76884,0.62789,0.90344
PTB-XL-Bilinear.log,6,test,0.80821,0.61046,0.89548
PTB-XL-Bilinear.log,7,train,0.34963,,
PTB-XL-Bilinear.log,7,val,0.7911,0.62939,0.90317
PTB-XL-Bilinear.log,7,test,0.83361,0.60935,0.89493
PTB-XL-Bilinear.log,8,train,0.27736,,
PTB-XL-Bilinear.log,8,val,0.81709,0.63027,0.90293
PTB-XL-Bilinear.log,8,test,0.86318,0.60833,0.8942
PTB-XL-Bilinear.log,9,train,0.21645,,
PTB-XL-Bilinear.log,9,val,0.84458,0.62877,0.90272
PTB-XL-Bilinear.log,9,test,0.89454,0.60683,0.89319
PTB-XL-Bilinear.log,10,train,0.16907,,
PTB-XL-Bilinear.log,10,val,0.87582,0.62902,0.90221
PTB-XL-Bilinear.log,10,test,0.92792,0.60848,0.89234
PTB-XL-Bilinear.log,11,train,0.13943,,
PTB-XL-Bilinear.log,11,val,0.91008,0.62833,0.90158
PTB-XL-Bilinear.log,11,test,0.96548,0.60711,0.89156
PTB-XL-Bilinear.log,12,train,0.11457,,
PTB-XL-Bilinear.log,12,val,0.94367,0.62811,0.90108
PTB-XL-Bilinear.log,12,test,1.00217,0.60764,0.89057
PTB-XL-Bilinear.log,13,train,0.09611,,
PTB-XL-Bilinear.log,13,val,0.97843,0.62757,0.90042
PTB-XL-Bilinear.log,13,test,1.0388,0.60637,0.88969
PTB-XL-Bilinear.log,14,train,0.08244,,
PTB-XL-Bilinear.log,14,val,1.01215,0.62756,0.8999
PTB-XL-Bilinear.log,14,test,1.07466,0.60677,0.8889
PTB-XL-Bilinear.log,15,train,0.07372,,
PTB-XL-Bilinear.log,15,val,1.04436,0.62819,0.89937
PTB-XL-Bilinear.log,15,test,1.11005,0.60639,0.88824
PTB-XL-Bilinear.log,16,train,0.06496,,
PTB-XL-Bilinear.log,16,val,1.07461,0.62724,0.89905
PTB-XL-Bilinear.log,16,test,1.14284,0.60646,0.88761
PTB-XL-Bilinear.log,17,train,0.05731,,
PTB-XL-Bilinear.log,17,val,1.106,0.62671,0.89856
PTB-XL-Bilinear.log,17,test,1.17641,0.60671,0.88694
PTB-XL-Bilinear.log,18,train,0.05407,,
PTB-XL-Bilinear.log,18,val,1.13407,0.62546,0.89821
PTB-XL-Bilinear.log,18,test,1.20731,0.60585,0.88625
PTB-XL-Bilinear.log,18,val,0.81697,0.63027,0.90293
PTB-XL-Bilinear.log,18,test,0.86315,0.60833,0.8942
PTB-XL-CrossAttn.log,1,train,1.12091,,
PTB-XL-CrossAttn.log,1,val,1.01758,0.47385,0.82114
PTB-XL-CrossAttn.log,1,test,1.02156,0.46587,0.81652
PTB-XL-CrossAttn.log,2,train,1.02357,,
PTB-XL-CrossAttn.log,2,val,0.99237,0.45741,0.82926
PTB-XL-CrossAttn.log,2,test,0.99745,0.45435,0.8249
PTB-XL-CrossAttn.log,3,train,0.97589,,
PTB-XL-CrossAttn.log,3,val,0.97183,0.46869,0.83641
PTB-XL-CrossAttn.log,3,test,0.97928,0.46305,0.83192
PTB-XL-CrossAttn.log,4,train,0.94265,,
PTB-XL-CrossAttn.log,4,val,0.95906,0.47589,0.84013
PTB-XL-CrossAttn.log,4,test,0.96756,0.46855,0.83633
PTB-XL-CrossAttn.log,5,train,0.91608,,
PTB-XL-CrossAttn.log,5,val,0.95294,0.48256,0.8426
PTB-XL-CrossAttn.log,5,test,0.96218,0.47166,0.83815
PTB-XL-CrossAttn.log,6,train,0.89229,,
PTB-XL-CrossAttn.log,6,val,0.94734,0.48483,0.84499
PTB-XL-CrossAttn.log,6,test,0.95776,0.47452,0.83982
PTB-XL-CrossAttn.log,7,train,0.87415,,
PTB-XL-CrossAttn.log,7,val,0.94164,0.48867,0.84649
PTB-XL-CrossAttn.log,7,test,0.9539,0.4775,0.84062
PTB-XL-CrossAttn.log,8,train,0.85174,,
PTB-XL-CrossAttn.log,8,val,0.93727,0.49032,0.84795
PTB-XL-CrossAttn.log,8,test,0.94995,0.48005,0.84173
PTB-XL-CrossAttn.log,9,train,0.83773,,
PTB-XL-CrossAttn.log,9,val,0.93408,0.49085,0.84932
PTB-XL-CrossAttn.log,9,test,0.94722,0.47994,0.84308
PTB-XL-CrossAttn.log,10,train,0.81886,,
PTB-XL-CrossAttn.log,10,val,0.93076,0.49366,0.85027
PTB-XL-CrossAttn.log,10,test,0.9446,0.48212,0.84379
PTB-XL-CrossAttn.log,11,train,0.80683,,
PTB-XL-CrossAttn.log,11,val,0.9286,0.49714,0.85092
PTB-XL-CrossAttn.log,11,test,0.94243,0.48552,0.84447
PTB-XL-CrossAttn.log,12,train,0.79271,,
PTB-XL-CrossAttn.log,12,val,0.92674,0.50098,0.85154
PTB-XL-CrossAttn.log,12,test,0.94088,0.48791,0.84479
PTB-XL-CrossAttn.log,13,train,0.77816,,
PTB-XL-CrossAttn.log,13,val,0.92575,0.50088,0.85174
PTB-XL-CrossAttn.log,13,test,0.93984,0.48856,0.84509
PTB-XL-CrossAttn.log,14,train,0.7672,,
PTB-XL-CrossAttn.log,14,val,0.92433,0.50265,0.852
PTB-XL-CrossAttn.log,14,test,0.93853,0.49179,0.84522
PTB-XL-CrossAttn.log,15,train,0.75656,,
PTB-XL-CrossAttn.log,15,val,0.9236,0.50309,0.85216
PTB-XL-CrossAttn.log,15,test,0.93783,0.4915,0.8455
PTB-XL-CrossAttn.log,16,train,0.74462,,
PTB-XL-CrossAttn.log,16,val,0.92273,0.50369,0.85223
PTB-XL-CrossAttn.log,16,test,0.93717,0.49245,0.84572
PTB-XL-CrossAttn.log,17,train,0.73433,,
PTB-XL-CrossAttn.log,17,val,0.92244,0.50345,0.85225
PTB-XL-CrossAttn.log,17,test,0.937,0.49267,0.84576
PTB-XL-CrossAttn.log,18,train,0.72627,,
PTB-XL-CrossAttn.log,18,val,0.92212,0.50449,0.85222
PTB-XL-CrossAttn.log,18,test,0.93638,0.49407,0.84579
PTB-XL-CrossAttn.log,19,train,0.7166,,
PTB-XL-CrossAttn.log,19,val,0.92218,0.50318,0.85205
PTB-XL-CrossAttn.log,19,test,0.93669,0.49397,0.84565
PTB-XL-CrossAttn.log,20,train,0.70581,,
PTB-XL-CrossAttn.log,20,val,0.92233,0.5039,0.85187
PTB-XL-CrossAttn.log,20,test,0.93665,0.49475,0.84571
PTB-XL-CrossAttn.log,21,train,0.69733,,
PTB-XL-CrossAttn.log,21,val,0.92191,0.50555,0.85175
PTB-XL-CrossAttn.log,21,test,0.93649,0.4948,0.84564
PTB-XL-CrossAttn.log,22,train,0.69014,,
PTB-XL-CrossAttn.log,22,val,0.92138,0.50612,0.85177
PTB-XL-CrossAttn.log,22,test,0.93628,0.49615,0.84556
PTB-XL-CrossAttn.log,23,train,0.68283,,
PTB-XL-CrossAttn.log,23,val,0.9217,0.50646,0.8516
PTB-XL-CrossAttn.log,23,test,0.93702,0.49642,0.84533
PTB-XL-CrossAttn.log,24,train,0.67524,,
PTB-XL-CrossAttn.log,24,val,0.92161,0.50756,0.85155
PTB-XL-CrossAttn.log,24,test,0.93731,0.49658,0.84516
PTB-XL-CrossAttn.log,25,train,0.66679,,
PTB-XL-CrossAttn.log,25,val,0.92149,0.50879,0.85144
PTB-XL-CrossAttn.log,25,test,0.93762,0.49675,0.845
PTB-XL-CrossAttn.log,26,train,0.65796,,
PTB-XL-CrossAttn.log,26,val,0.92158,0.50872,0.85129
PTB-XL-CrossAttn.log,26,test,0.93799,0.4975,0.84484
PTB-XL-CrossAttn.log,27,train,0.65976,,
PTB-XL-CrossAttn.log,27,val,0.92138,0.5089,0.8512
PTB-XL-CrossAttn.log,27,test,0.93794,0.49725,0.84482
PTB-XL-CrossAttn.log,28,train,0.64833,,
PTB-XL-CrossAttn.log,28,val,0.92167,0.50953,0.85107
PTB-XL-CrossAttn.log,28,test,0.93829,0.49793,0.84468
PTB-XL-CrossAttn.log,29,train,0.64253,,
PTB-XL-CrossAttn.log,29,val,0.92202,0.5113,0.85097
PTB-XL-CrossAttn.log,29,test,0.9389,0.49853,0.84463
PTB-XL-CrossAttn.log,30,train,0.63661,,
PTB-XL-CrossAttn.log,30,val,0.92265,0.51213,0.85076
PTB-XL-CrossAttn.log,30,test,0.93985,0.49878,0.84436
PTB-XL-CrossAttn.log,31,train,0.63091,,
PTB-XL-CrossAttn.log,31,val,0.92357,0.51174,0.85055
PTB-XL-CrossAttn.log,31,test,0.94102,0.49833,0.84414
PTB-XL-CrossAttn.log,32,train,0.62505,,
PTB-XL-CrossAttn.log,32,val,0.92384,0.51254,0.85032
PTB-XL-CrossAttn.log,32,test,0.94161,0.49872,0.84396
PTB-XL-CrossAttn.log,33,train,0.62122,,
PTB-XL-CrossAttn.log,33,val,0.92422,0.51269,0.85015
PTB-XL-CrossAttn.log,33,test,0.94237,0.49983,0.84379
PTB-XL-CrossAttn.log,34,train,0.61245,,
PTB-XL-CrossAttn.log,34,val,0.92491,0.51256,0.85005
PTB-XL-CrossAttn.log,34,test,0.94354,0.49976,0.8436
PTB-XL-CrossAttn.log,35,train,0.61014,,
PTB-XL-CrossAttn.log,35,val,0.92546,0.51264,0.84985
PTB-XL-CrossAttn.log,35,test,0.94433,0.49992,0.84339
PTB-XL-CrossAttn.log,36,train,0.61071,,
PTB-XL-CrossAttn.log,36,val,0.9257,0.51366,0.84973
PTB-XL-CrossAttn.log,36,test,0.94507,0.50023,0.84316
PTB-XL-CrossAttn.log,37,train,0.60104,,
PTB-XL-CrossAttn.log,37,val,0.92638,0.51327,0.84953
PTB-XL-CrossAttn.log,37,test,0.94602,0.49944,0.84291
PTB-XL-CrossAttn.log,38,train,0.59651,,
PTB-XL-CrossAttn.log,38,val,0.92678,0.51343,0.8494
PTB-XL-CrossAttn.log,38,test,0.94675,0.49931,0.84272
PTB-XL-CrossAttn.log,39,train,0.59333,,
PTB-XL-CrossAttn.log,39,val,0.92734,0.51397,0.84926
PTB-XL-CrossAttn.log,39,test,0.94757,0.5001,0.84249
PTB-XL-CrossAttn.log,40,train,0.58755,,
PTB-XL-CrossAttn.log,40,val,0.92758,0.51436,0.84916
PTB-XL-CrossAttn.log,40,test,0.94826,0.49968,0.84232
PTB-XL-CrossAttn.log,41,train,0.58659,,
PTB-XL-CrossAttn.log,41,val,0.92793,0.51469,0.84898
PTB-XL-CrossAttn.log,41,test,0.94884,0.49985,0.84221
PTB-XL-CrossAttn.log,42,train,0.57919,,
PTB-XL-CrossAttn.log,42,val,0.92848,0.51462,0.84883
PTB-XL-CrossAttn.log,42,test,0.9498,0.49975,0.84198
PTB-XL-CrossAttn.log,43,train,0.57759,,
PTB-XL-CrossAttn.log,43,val,0.92928,0.51497,0.84859
PTB-XL-CrossAttn.log,43,test,0.95073,0.49998,0.84166
PTB-XL-CrossAttn.log,44,train,0.56951,,
PTB-XL-CrossAttn.log,44,val,0.92985,0.51567,0.84842
PTB-XL-CrossAttn.log,44,test,0.95152,0.49986,0.84147
PTB-XL-CrossAttn.log,45,train,0.56674,,
PTB-XL-CrossAttn.log,45,val,0.9303,0.51648,0.84821
PTB-XL-CrossAttn.log,45,test,0.95229,0.50015,0.84122
PTB-XL-CrossAttn.log,46,train,0.56439,,
PTB-XL-CrossAttn.log,46,val,0.93099,0.51526,0.84797
PTB-XL-CrossAttn.log,46,test,0.95316,0.49977,0.84103
PTB-XL-CrossAttn.log,47,train,0.56178,,
PTB-XL-CrossAttn.log,47,val,0.93177,0.51548,0.84778
PTB-XL-CrossAttn.log,47,test,0.95393,0.49975,0.84084
PTB-XL-CrossAttn.log,48,train,0.55747,,
PTB-XL-CrossAttn.log,48,val,0.93234,0.5151,0.84763
PTB-XL-CrossAttn.log,48,test,0.95495,0.50002,0.84066
PTB-XL-CrossAttn.log,49,train,0.55576,,
PTB-XL-CrossAttn.log,49,val,0.93309,0.51483,0.84746
PTB-XL-CrossAttn.log,49,test,0.95583,0.49923,0.84048
PTB-XL-CrossAttn.log,50,train,0.5506,,
PTB-XL-CrossAttn.log,50,val,0.93373,0.51443,0.8473
PTB-XL-CrossAttn.log,50,test,0.95662,0.49889,0.84031
PTB-XL-CrossAttn.log,51,train,0.54706,,
PTB-XL-CrossAttn.log,51,val,0.93447,0.51524,0.84716
PTB-XL-CrossAttn.log,51,test,0.95742,0.49893,0.84013
PTB-XL-CrossAttn.log,52,train,0.54313,,
PTB-XL-CrossAttn.log,52,val,0.93513,0.51521,0.847
PTB-XL-CrossAttn.log,52,test,0.95836,0.49933,0.83994
PTB-XL-CrossAttn.log,53,train,0.54064,,
PTB-XL-CrossAttn.log,53,val,0.93599,0.51559,0.84676
PTB-XL-CrossAttn.log,53,test,0.95938,0.49909,0.83971
PTB-XL-CrossAttn.log,54,train,0.53525,,
PTB-XL-CrossAttn.log,54,val,0.93673,0.51557,0.84659
PTB-XL-CrossAttn.log,54,test,0.96033,0.49868,0.83955
PTB-XL-CrossAttn.log,55,train,0.53654,,
PTB-XL-CrossAttn.log,55,val,0.93748,0.51506,0.84646
PTB-XL-CrossAttn.log,55,test,0.96132,0.49848,0.83937
PTB-XL-CrossAttn.log,55,val,0.93027,0.51648,0.84821
PTB-XL-CrossAttn.log,55,test,0.9523,0.50015,0.84122
PTB-XL-CrossAttnV2-s42.log,1,train,1.01816,,
PTB-XL-CrossAttnV2-s42.log,1,val,0.87347,0.5395,0.86381
PTB-XL-CrossAttnV2-s42.log,1,test,0.88801,0.5265,0.85315
PTB-XL-CrossAttnV2-s42.log,2,train,0.81254,,
PTB-XL-CrossAttnV2-s42.log,2,val,0.8215,0.56413,0.87841
PTB-XL-CrossAttnV2-s42.log,2,test,0.84105,0.54769,0.87024
PTB-XL-CrossAttnV2-s42.log,3,train,0.74806,,
PTB-XL-CrossAttnV2-s42.log,3,val,0.80412,0.5715,0.88397
